calories,carbs,category,name,restaurant
10,2,Coffee,Kona Classic® Coffee (decaf) 16 fl oz.,Jack in the Box
5,1,Coffee,Kona Classic® Coffee (regular) 12 fl oz.,Jack in the Box
10,2,Coffee,Kona Classic® Coffee (regular) 16 fl oz.,Jack in the Box
150,3,Salads,Lite Ranch Dressing,Jack in the Box
35,5,Salads,Low-Fat Balsamic Vinaigrette,Jack in the Box
610,38,Breakfast,Meaty Breakfast Burrito (no salsa),Jack in the Box
1310,127,Appetizers,Seafood Fun-Do,Joe's Crab Shack
1540,117,Seafood,Seaside Platter,Joe's Crab Shack
1650,158,Entrees,Shrimp Pasta Alfredo,Joe's Crab Shack
1050,96,Seafood,Shrimp Trio,Joe's Crab Shack
310,40,Kid's Meals,Shrimply Grilled Shrimp,Joe's Crab Shack
1990,196,Entrees,Skillet Paella,Joe's Crab Shack
1090,44,Seafood,Snapper Pontchartrain,Joe's Crab Shack
470,68,Seafood,Snow Crab – excluding side of butter,Joe's Crab Shack
5,1,Seafood,Spicy Boil,Joe's Crab Shack
660,48,Entrees,Steak & Malibu Shrimp,Joe's Crab Shack
290,39,Kid's Meals,Strawberry Sundae,Joe's Crab Shack
1260,80,Seafood,Sunset Fire-Grilled Steampot,Joe's Crab Shack
1260,80,Seafood,Sunset Fire-Grilled Steampot For 2 (Nutritionals for 1 serving),Joe's Crab Shack
1260,67,Burgers,Surf ‘n Turf Burger,Joe's Crab Shack
2750,220,Seafood,The Big Hook Up,Joe's Crab Shack
1420,96,Seafood,The Diablo Steampot,Joe's Crab Shack
1330,77,Seafood,The KJ Steampot,Joe's Crab Shack
1310,72,Seafood,The Orleans,Joe's Crab Shack
40,3,Kid's Meals,Veggies,Joe's Crab Shack
620,40,Breakfast,Meaty Breakfast Burrito (w/ salsa),Jack in the Box
690,84,Desserts,Mini Churros 10 pc.,Jack in the Box
350,42,Desserts,Mini Churros 5 pc.,Jack in the Box
280,22,Sides,Mozzarella Cheese Sticks 3 pc.,Jack in the Box
560,43,Sides,Mozzarella Cheese Sticks 6 pc.,Jack in the Box
310,32,Desserts,New York Style Cheesecake,Jack in the Box
450,45,Sides,Onion Rings,Jack in the Box
120,12,Drinks,Reduced Fat Milk Chug 2%*,Jack in the Box
780,39,Burgers,Bacon Burger,Five Guys Burgers and Fries
695,40.5,Entrees,Bacon Cheese Dog,Five Guys Burgers and Fries
920,40,Burgers,Bacon Cheeseburger,Five Guys Burgers and Fries
625,40,Entrees,Bacon Dog,Five Guys Burgers and Fries
615,40.5,Entrees,Cheese Dog,Five Guys Burgers and Fries
840,40,Burgers,Cheeseburger,Five Guys Burgers and Fries
470,41,Sandwiches,Grilled Cheese,Five Guys Burgers and Fries
700,39,Burgers,Hamburger,Five Guys Burgers and Fries
545,40,Entrees,Hot Dog,Five Guys Burgers and Fries
1474,184,French Fries,Large Fries,Five Guys Burgers and Fries
560,39,Burgers,Little Bacon Burger,Five Guys Burgers and Fries
630,39.5,Burgers,Little Bacon Cheeseburger,Five Guys Burgers and Fries
550,39.5,Burgers,Little Cheeseburger,Five Guys Burgers and Fries
480,39,Burgers,Little Hamburger,Five Guys Burgers and Fries
310,39,French Fries,One Serving of Fries approx half of regular order,Five Guys Burgers and Fries
620,78,French Fries,Regular Fries,Five Guys Burgers and Fries
440,60,Sandwiches,Veggie Sandwich,Five Guys Burgers and Fries
460,35,Breakfast,Sausage Biscuit,Jack in the Box
440,31,Breakfast,Sausage Breakfast Jack®,Jack in the Box
570,32,Breakfast,Sausage Croissant,Jack in the Box
570,36,Breakfast,"Sausage, Egg & Cheese Biscuit",Jack in the Box
200,21,Kid's Meals,Seasoned Curly Fries (Kid’s),Jack in the Box
580,63,French Fries,"Seasoned Curly Fries, large",Jack in the Box
430,46,French Fries,"Seasoned Curly Fries, medium",Jack in the Box
280,30,French Fries,"Seasoned Curly Fries, small",Jack in the Box
800,101,Shakes,"Shake, Chocolate w/ Whipped Topping 16 oz.",Jack in the Box
1150,146,Shakes,"Shake, Chocolate w/ Whipped Topping 24 oz.",Jack in the Box
810,92,Shakes,"Shake, Oreo® Cookie w/ Whipped Topping 16 oz.",Jack in the Box
1170,134,Shakes,"Shake, Oreo® Cookie w/ Whipped Topping 24 oz.",Jack in the Box
780,95,Shakes,"Shake, Strawberry w/ Whipped Topping 16 oz.",Jack in the Box
1120,138,Shakes,"Shake, Strawberry w/ Whipped Topping 24 oz.",Jack in the Box
700,76,Shakes,"Shake, Vanilla w/ Whipped Topping 16 oz.",Jack in the Box
1000,109,Shakes,"Shake, Vanilla w/ Whipped Topping 24 oz.",Jack in the Box
20,4,Salads,Side Salad,Jack in the Box
20,4,Salads,Side Salad**,Jack in the Box
20,4,Salads,Side Salad**,Jack in the Box
900,52,Burgers,Sirloin Cheeseburger,Jack in the Box
990,52,Burgers,Sirloin Cheeseburger with Bacon,Jack in the Box
880,52,Burgers,Sirloin Swiss & Grilled Onion Burger,Jack in the Box
970,52,Burgers,Sirloin Swiss & Grilled Onion Burger with Bacon,Jack in the Box
290,72,Shakes,"Smoothie, Mango 16 fl oz.",Jack in the Box
290,72,Shakes,"Smoothie, Mango 16 oz.",Jack in the Box
450,114,Shakes,"Smoothie, Mango 24 fl oz.",Jack in the Box
270,67,Shakes,"Smoothie, Strawberry 16 fl oz.",Jack in the Box
270,67,Shakes,"Smoothie, Strawberry 16 oz.",Jack in the Box
400,99,Shakes,"Smoothie, Strawberry 24 fl oz.",Jack in the Box
290,73,Shakes,"Smoothie, Strawberry Banana 16 fl oz.",Jack in the Box
290,73,Shakes,"Smoothie, Strawberry Banana 16 oz.",Jack in the Box
440,108,Shakes,"Smoothie, Strawberry Banana 24 fl oz.",Jack in the Box
410,35,Breakfast,Sourdough Breakfast Sandwich,Jack in the Box
540,38,Sandwiches,Sourdough Grilled Chicken Club,Jack in the Box
660,40,Burgers,Sourdough Jack®,Jack in the Box
650,38,Burgers,Sourdough Steak Melt,Jack in the Box
870,38,Burgers,Sourdough Ultimate Cheeseburger™,Jack in the Box
500,53,Salads,Southwest Chicken Salad w/ Crispy Chicken Strips**,Jack in the Box
350,29,Salads,Southwest Chicken Salad w/ Grilled Chicken Strips**,Jack in the Box
140,18,Salads,Spicy Corn Sticks,Jack in the Box
810,55,Breakfast,Steak & Egg Burrito (no salsa),Jack in the Box
820,56,Breakfast,Steak & Egg Burrito (w/ salsa),Jack in the Box
220,21,Sides,Stuffed Jalapeños 3 pc.,Jack in the Box
510,49,Sides,Stuffed Jalapeños 7 pc.,Jack in the Box
450,32,Breakfast,Supreme Croissant,Jack in the Box
520,42,Breakfast,Ultimate Breakfast Sandwich,Jack in the Box
830,44,Burgers,Ultimate Cheeseburger™,Jack in the Box
1841,1,Chicken,12 Piece Chicken Meal (Mixed),El Pollo Loco
1841,1,Chicken,12 Piece Chicken Only (Mixed),El Pollo Loco
168,0,Kid's Meals,2 Legs Kids’ Combo,El Pollo Loco
315,0,Chicken,2 Piece Breast and Wing,El Pollo Loco
299,0,Chicken,2 Piece Leg and Thigh,El Pollo Loco
539,1,Chicken,3 Piece Breast and Wing,El Pollo Loco
513,0,Chicken,3 Piece Leg and Thigh,El Pollo Loco
630,1,Chicken,4 Piece Breast and Wing,El Pollo Loco
598,0,Chicken,4 Piece Leg and Thigh,El Pollo Loco
1303,186,Sides,6.5″ Flour Tortillas(12 pack),El Pollo Loco
217,31,Sides,6.5″ Flour Tortillas(2 pack),El Pollo Loco
869,124,Sides,6.5″ Flour Tortillas(8 pack),El Pollo Loco
550,85,Breakfast,(3) Chocolate Chip Pancakes,IHOP
690,106,Breakfast,(3) CINN-A-STACK® Pancakes,IHOP
510,86,Breakfast,(3) Cinnamon Apple Pancakes,IHOP
640,117,Breakfast,(3) Double Blueberry Pancakes,IHOP
700,71,Breakfast,(3) Harvest Grain ‘N Nut® Pancakes,IHOP
850,118,Breakfast,(3) New York Cheesecake Pancakes,IHOP
490,69,Breakfast,(3) Original Buttermilk Pancakes,IHOP
600,109,Breakfast,(3) Strawberry Banana Pancakes,IHOP
520,87,Breakfast,(3) Strawberry Pancakes,IHOP
390,21,Sandwiches,1/2 Double BLT Sandwich,IHOP
520,42,Sandwiches,1/2 Pot Roast Melt Sandwich,IHOP
290,15,Sandwiches,1/2 Turkey Sandwich,IHOP
160,2,Breakfast,Add (1) Country Style Ham Slice,IHOP
220,35,Desserts,Apple Pie,Church's
95,18,Wings,Boneless Wing – with Sauce,Church's
80,15,Wings,Boneless Wing – without Sauce,Church's
130,16,Sides,Cajun Rice,Church's
470,36,Entrees,Chicken Fried Steak,Church's
500,48,Sandwiches,Chicken Sandwich with Cheese,Church's
150,15,Sides,Cole Slaw,Church's
35,7,Sides,Collard Greens,Church's
1228,1,Chicken,8 Piece Chicken Meal (Mixed),El Pollo Loco
1228,1,Chicken,8 Piece Chicken Only (Mixed),El Pollo Loco
769,56,Salads,Avocado Bacon Chicken Tostada (no dressing),El Pollo Loco
36,2,Sides,Avocado Salsa (Hot),El Pollo Loco
718,65,Salads,Barbecue Chicken Tostada (no dressing),El Pollo Loco
200,36,Sides,BBQ Black Beans (Small),El Pollo Loco
200,36,Sides,BBQ Black Beans (Small),El Pollo Loco
551,99,Sides,BBQ Black Beans(Large),El Pollo Loco
421,63,Burritos,BRC Burrito,El Pollo Loco
421,63,Burritos,BRC Burrito,El Pollo Loco
425,64,Kid's Meals,BRC Burrito Kids’ Combo,El Pollo Loco
955,74,Burritos,Chicken Avocado Burrito,El Pollo Loco
225,14,Kid's Meals,Chicken Nuggets Kids’ Combo,El Pollo Loco
162,17,Mexican Food,Chicken Taco Al Carbon,El Pollo Loco
394,38,Mexican Food,Chicken Tortilla Roll,El Pollo Loco
214,18,Soups,Chicken Tortilla Soup,El Pollo Loco
214,18,Soups,Chicken Tortilla Soup (Small),El Pollo Loco
140,9,Salads,Chicken Tortilla Soup Small (no tortilla strips),El Pollo Loco
859,78,Salads,Chicken Tostada (no dressing),El Pollo Loco
429,43,Salads,Chicken Tostada (no shell & no dressing),El Pollo Loco
429,43,Salads,Chicken Tostada (no shell & no dressing),El Pollo Loco
402,28,Sides,Cole Slaw(Large),El Pollo Loco
140,0,Kid's Meals,Bacon,Fazoli's
640,80,Entrees,Baked Spaghetti,Fazoli's
890,86,Entrees,Baked Spaghetti with Meatballs,Fazoli's
100,20,Sides,"Breadstick, Dry (1 each)",Fazoli's
30,4,Sides,Broccoli,Fazoli's
35,5,Sides,Broccoli and Fire Roasted Tomatoes,Fazoli's
290,32,Kid's Meals,Cheese Pizza,Fazoli's
270,35,Pizzas,Cheese Stuffed Pizza Sticks,Fazoli's
670,71,Entrees,Cheesy Baked Ziti,Fazoli's
980,86,Entrees,Cheesy Meatball Baked Spaghetti,Fazoli's
480,38,Salads,Cherry Almond Chicken,Fazoli's
500,53,Pizzas,Chicken Broccoli Florentine,Fazoli's
920,77,Entrees,Chicken Broccoli Penne,Fazoli's
800,88,Entrees,Chicken Carbonara,Fazoli's
400,37,Entrees,Chicken Mushroom Alfredo Bake,Fazoli's
1000,108,Entrees,Chicken Parmigano,Fazoli's
340,37,Entrees,Chicken Penne & Peppers,Fazoli's
920,69,Sandwiches,Chicken Pesto,Fazoli's
880,69,Sandwiches,Chicken Pesto,Fazoli's
510,68,Desserts,Chocolate Chunk Cookie,Fazoli's
700,87,Desserts,Chocolate Layer Cake,Fazoli's
510,30,Salads,Citrus Apple & Roasted Chicken,Fazoli's
890,122,Appetizers,Classic Sampler Platter,Fazoli's
690,58,Sandwiches,Club Italiano,Fazoli's
780,68,Sandwiches,Club Italiano,Fazoli's
780,48,Salads,Country Caesar,Fazoli's
380,2,Breakfast,Add (1) Portuguese Sausage Link,IHOP
120,2,Breakfast,Add (2) Canadian Style Bacon Slices,IHOP
210,2,Breakfast,Add (2) Pork Chops,IHOP
300,0,Breakfast,Add (2) Pork Sausage Patties,IHOP
460,5,Breakfast,Add (2) Smoked Sausage Links,IHOP
360,2,Breakfast,Add (2) Taylor Ham® Slices,IHOP
490,69,Breakfast,Add (3) Buttermilk Pancakes,IHOP
150,1,Breakfast,Add (4) Bacon Strips,IHOP
350,3,Breakfast,Add (4) Pork Sausage Links,IHOP
200,<1,Breakfast,Add (4) Turkey Sausage Links,IHOP
850,60,Breakfast,Add Biscuits with Country Gravy and (4) Pork Sausage Links,IHOP
140,24,Sides,Corn,Church's
740,63,Sandwiches,Double Chicken N Cheese Sandwich,Church's
190,14,Seafood,Fish Fillet (1),Church's
140,19,Sides,French Fries,Church's
35,7,Sides,Green Beans,Church's
240,28,Sides,Honey-Butter Biscuit,Church's
160,20,Sides,Jalapeño Cheese Bombers® (4),Church's
5,1,Sides,Jalapeño Pepper,Church's
840,54,Seafood,Livers (6),Church's
190,24,Sides,Macaroni & Cheese,Church's
110,21,Sides,Mashed Potatoes & Gravy,Church's
160,13,Chicken,Nuggets (5),Church's
170,17,Sides,Okra,Church's
200,3,Chicken,Original Breast,Church's
360,35,Sandwiches,Original Chicken Sandwich,Church's
110,3,Chicken,Original Leg,Church's
330,8,Chicken,Original Thigh,Church's
300,7,Chicken,Original Wing,Church's
140,37,Sides,Red Beans & Rice,Church's
280,24,Seafood,Shrimp (8),Church's
450,50,Sandwiches,Southern Style Chicken Sandwich,Church's
320,12,Chicken,Spicy Breast,Church's
360,35,Sandwiches,Spicy Chicken Sandwich,Church's
180,8,Chicken,Spicy Leg,Church's
550,50,Sandwiches,Spicy Southern Style Chicken Sandwich,Church's
140,7,Chicken,Spicy Tender Strips™,Church's
480,20,Chicken,Spicy Thigh,Church's
134,9,Sides,Cole Slaw(Small),El Pollo Loco
375,50,Sides,Corn Cobbettes(Large Side-4 cobs),El Pollo Loco
162,25,Sides,Corn Cobbettes(Small Side-2 cobs),El Pollo Loco
785,86,Burritos,El Tradicional,El Pollo Loco
84,0,Mexican Food,Flame Grilled Chicken Leg,El Pollo Loco
224,0,Chicken,Flame-Grilled Chicken Breast,El Pollo Loco
179,1,Chicken,Flame-Grilled Chicken Breast w/o Skin,El Pollo Loco
84,0,Chicken,Flame-Grilled Chicken Leg,El Pollo Loco
215,0,Chicken,Flame-Grilled Chicken Thigh,El Pollo Loco
70,8,Sides,Croutons (Pack),Fazoli's
600,16,Salads,Fazoli’s Italian House,Fazoli's
770,57,Sandwiches,Fazoli’s® Original,Fazoli's
880,70,Sandwiches,Fazoli’s® Original,Fazoli's
290,42,Kid's Meals,Fettuccine Alfredo,Fazoli's
290,42,Entrees,Fettuccine Alfredo,Fazoli's
800,108,Entrees,Fettuccine with Alfredo,Fazoli's
1000,79,Entrees,Four Cheese Lasagna,Fazoli's
150,20,Sides,Garlic Breadstick (1 each),Fazoli's
810,83,Entrees,Garlic Chicken Baked Spaghetti,Fazoli's
810,53,Sandwiches,Italian BLT,Fazoli's
810,65,Sandwiches,Italian BLT,Fazoli's
250,65,Drinks,Italian Lemon Ice – Medium,Fazoli's
170,46,Drinks,Italian Lemon Ice – Small,Fazoli's
370,97,Drinks,Italian Lemon Ice with Peach,Fazoli's
900,63,Breakfast,Add Biscuits with Sausage Gravy & (4) Pork Sausage Links,IHOP
100,19,Kid's Meals,Add Blueberry Compote w/Whipped Topping,IHOP
90,17,Kid's Meals,Add Cinnamon Apple Compote w/Whipped Topping,IHOP
190,36,Breakfast,Add Corn Tortillas,IHOP
300,18,Breakfast,Add Corned Beef Hash,IHOP
690,60,Breakfast,Add Country/Chicken Fried Steak & Country Gravy,IHOP
800,65,Breakfast,Add Country/Chicken Fried Steak & Sausage Gravy,IHOP
280,47,Breakfast,Add Flour Tortillas,IHOP
110,1,Breakfast,Add Grilled Ham,IHOP
110,1,Breakfast,Add Ham Steak,IHOP
190,26,Desserts,Add Hot Fudge,IHOP
190,26,Kid's Meals,Add Hot Fudge,IHOP
90,11,Desserts,"Add Ice Cream, Chocolate, (1) scoop",IHOP
90,11,Desserts,"Add Ice Cream, Chocolate, (1) scoop",IHOP
80,11,Desserts,"Add Ice Cream, Strawberry, (1) scoop",IHOP
80,11,Desserts,"Add Ice Cream, Strawberry, (1) scoop",IHOP
90,10,Desserts,"Add Ice Cream, Vanilla, (1) scoop",IHOP
90,10,Desserts,"Add Ice Cream, Vanilla, (1) scoop",IHOP
360,22,Breakfast,Add Side of Scrapple,IHOP
350,4,Breakfast,Add Side of Spam®,IHOP
70,17,Desserts,Add Strawberry Topping,IHOP
70,17,Kid's Meals,Add Strawberry Topping,IHOP
90,19,Kid's Meals,Add Strawberry Topping w/Whipped Topping,IHOP
280,0,Breakfast,Add Top Sirloin Steak,IHOP
280,0,Breakfast,Add Top Sirloin Steak,IHOP
1780,163,Appetizers,Appetizer Sampler,IHOP
120,29,Drinks,"Apple Juice, 10 fl oz",IHOP
150,36,Drinks,"Apple Juice, 12 fl oz (Kid’s Cup)",IHOP
430,17,Chicken,Spicy Wing,Church's
500,95,Desserts,Strawberry Shortcake,Church's
250,30,Sides,Sweet Corn Nuggets (8),Church's
360,90,Drinks,Sweet Tea – Large,Church's
270,68,Drinks,Sweet Tea – Medium,Church's
190,48,Drinks,Sweet Tea – Small,Church's
120,6,Chicken,Tender Strips™,Church's
0,0,Drinks,Unsweet Tea – Large,Church's
0,0,Drinks,Unsweet Tea – Medium,Church's
0,0,Drinks,Unsweet Tea – Small,Church's
91,0,Chicken,Flame-Grilled Chicken Wing,El Pollo Loco
316,53,Sides,Flame-Grilled Corn(Large),El Pollo Loco
126,21,Sides,Flame-Grilled Corn(Small),El Pollo Loco
263,34,Desserts,Flan,El Pollo Loco
263,34,Desserts,Flan,El Pollo Loco
200,33,Desserts,Fosters Freeze Vanilla (Kid’s Cone),El Pollo Loco
513,84,Desserts,Fosters Freeze Vanilla (Large Cone),El Pollo Loco
330,55,Desserts,Fosters Freeze Vanilla (Regular Cone),El Pollo Loco
300,49,Desserts,"Fosters Freeze Vanilla(Regular, in Cup)",El Pollo Loco
635,78,Sides,French Fries(Large),El Pollo Loco
270,70,Drinks,Italian Lemon Ice with Strawberry,Fazoli's
340,90,Drinks,Italian Lemon Ice with Wildberry,Fazoli's
980,122,Appetizers,Italian Sampler,Fazoli's
260,21,Entrees,Meat Lasagna,Fazoli's
250,6,Sides,Meatballs,Fazoli's
20,5,Kid's Meals,"Mushroom, Pepper & Onion Blend",Fazoli's
630,49,Desserts,NY Style Cheesecake with Strawberry Topping,Fazoli's
770,44,Salads,Pasta Ranch Italia,Fazoli's
880,76,Entrees,Penne Romano,Fazoli's
970,73,Entrees,Penne with Creamy Basil Chicken,Fazoli's
300,32,Pizzas,Pepperoni Classico,Fazoli's
300,32,Entrees,Pepperoni Classico,Fazoli's
300,32,Kid's Meals,Pepperoni Pizza,Fazoli's
280,35,Pizzas,Pepperoni Stuffed Pizza Sticks,Fazoli's
710,55,Entrees,Ravioli with Alfredo,Fazoli's
450,56,Entrees,Ravioli with Marinara,Fazoli's
570,58,Entrees,Ravioli with Meat Sauce,Fazoli's
570,70,Entrees,Ravioli with Meat Sauce,Fazoli's
110,3,Entrees,Red Wine Vinaigrette,Fazoli's
70,1,Entrees,Roasted Chicken,Fazoli's
600,49,Appetizers,Roasted Chicken Platter,Fazoli's
820,87,Entrees,Sausage & Peppers Baked Spaghetti,Fazoli's
60,5,Salads,Side Chopped Salad,Fazoli's
200,3,Sides,Sliced Italian Sausage,Fazoli's
750,68,Sandwiches,Smoked Turkey Basil,Fazoli's
650,54,Sandwiches,Smoked Turkey Breast,Fazoli's
560,111,Entrees,Spaghetti or Penne Marinara,Fazoli's
800,108,Entrees,Spaghetti with Alfredo,Fazoli's
210,51,Drinks,"Apple Juice, 16 fl oz",IHOP
480,116,Drinks,"Apple Juice, Carafe",IHOP
840,17,Breakfast,"Avocado, Bacon & Cheese Omelette",IHOP
210,25,Kid's Meals,Baby Cakes,IHOP
770,57,Breakfast,Bacon & Cheddar Hash Brown Stack with Fresh Fruit,IHOP
1020,83,Breakfast,Bacon & Cheddar Hash Brown Stack with Pancakes,IHOP
1130,43,Breakfast,Bacon & Cheddar Stuffed Crepes,IHOP
930,47,Sandwiches,Bacon Cheddar Chicken Sandwich,IHOP
980,17,Breakfast,Bacon Temptation Omelette,IHOP
329,40,Sides,French Fries(Small),El Pollo Loco
9,2,Salads,Fresh Vegetables (no margarine),El Pollo Loco
37,8,Sides,Fresh Vegetables (Small w/o margarine),El Pollo Loco
114,16,Sides,Fresh Vegetables(Large),El Pollo Loco
57,8,Sides,Fresh Vegetables(Small),El Pollo Loco
167,10,Salads,Grilled Chicken Salad (no tortilla strips & no dressing),El Pollo Loco
167,10,Salads,Grilled Chicken Salad (no tortilla strips & no dressing),El Pollo Loco
299,21,Mexican Food,Hand-Made Crunchy Chicken Taco,El Pollo Loco
72,3,Sides,Hand-Made Guacamole,El Pollo Loco
694,81,Sides,Hand-Made Guacamole & Chips,El Pollo Loco
51,3,Sides,Hand-Made Guacamole(Large),El Pollo Loco
9,2,Sides,House Salsa (Mild),El Pollo Loco
3,1,Sides,Jalapeno Hot Sauce Packet,El Pollo Loco
62,7,Salads,Loco Side Salad,El Pollo Loco
47,5,Salads,"Loco Side Salad (no dressing, no tortilla strips) – large",El Pollo Loco
25,3,Salads,"Loco Side Salad (no dressing, no tortilla strips) – small",El Pollo Loco
121,14,Sides,Loco Side Salad(Large),El Pollo Loco
220,43,Entrees,Spaghetti with Marinara,Fazoli's
220,43,Kid's Meals,Spaghetti with Marinara Sauce,Fazoli's
260,44,Kid's Meals,Spaghetti with Meat Sauce,Fazoli's
260,44,Entrees,Spaghetti with Meat Sauce,Fazoli's
300,45,Entrees,Spaghetti with Meatballs,Fazoli's
800,108,Entrees,"Spaghetti, Fettuccine, Penne or Bowtie with Alfredo",Fazoli's
560,111,Entrees,"Spaghetti, Fettuccine, Penne or Bowtie with Marinara",Fazoli's
680,113,Entrees,"Spaghetti, Fettuccine, Penne or Bowtie with Meat Sauce",Fazoli's
340,26,Entrees,Three Cheese Baked Ravioli,Fazoli's
340,54,Sides,Toasted Ravioli (Six),Fazoli's
690,108,Sides,Toasted Ravioli (Twelve),Fazoli's
290,32,Pizzas,Triple Cheese,Fazoli's
290,32,Entrees,Triple Cheese,Fazoli's
590,56,Desserts,Turtle Cheesecake,Fazoli's
480,55,Pizzas,Tuscan Chicken,Fazoli's
700,47,Entrees,Twice-Baked Lasagna,Fazoli's
1070,76,Sandwiches,Ultimate Meatball Smasher,Fazoli's
1130,153,Appetizers,Ultimate Sampler,Fazoli's
590,60,Sandwiches,Vegetable Fresco,Fazoli's
660,72,Sandwiches,Vegetable Fresco,Fazoli's
800,108,Entrees,Whole Wheat Penne with Alfredo,Fazoli's
560,111,Entrees,Whole Wheat Penne with Marinara,Fazoli's
680,113,Entrees,Whole Wheat Penne with Meat Sauce,Fazoli's
870,34,Breakfast,Bacon Wrapped Sirloin Steak & Eggs,IHOP
1010,50,Burgers,Bacon’N Beef™ Bacon & Egg Cheeseburger w/Bacon Patty,IHOP
970,48,Burgers,Bacon’N Beef™ Bacon & Egg Cheeseburger w/Beef Patty,IHOP
900,48,Burgers,Bacon’N Beef™ Bacon Cheeseburger w/Bacon Patty,IHOP
860,47,Burgers,Bacon’N Beef™ Bacon Cheeseburger w/Beef Patty,IHOP
830,48,Burgers,Bacon’N Beef™ Cheeseburger w/Bacon Patty,IHOP
780,46,Burgers,Bacon’N Beef™ Cheeseburger w/Beef Patty,IHOP
970,52,Burgers,Bacon’N Beef™ Mega Mushroom Burger w/Bacon Patty,IHOP
920,50,Burgers,Bacon’N Beef™ Mega Mushroom Burger w/Beef Patty,IHOP
340,63,Sides,Baked Potato,IHOP
640,50,Breakfast,Belgian Waffle Combo,IHOP
420,47,Breakfast,Belgian Waffle w/Butter,IHOP
360,47,Breakfast,"Belgian Waffle, Plain",IHOP
62,7,Sides,Loco Side Salad(Small),El Pollo Loco
690,60,Sides,Macaroni & Cheese(Large),El Pollo Loco
253,22,Sides,Macaroni & Cheese(Small),El Pollo Loco
430,84,Sides,Mashed Potatoes w/Gravy(Large),El Pollo Loco
124,25,Sides,Mashed Potatoes w/Gravy(Small),El Pollo Loco
337,48,Kid's Meals,Mini Pollo Bowl® Kids’ Combo,El Pollo Loco
652,93,Sides,Mixed Tortillas (12 pack),El Pollo Loco
434,62,Sides,Mixed Tortillas (8 pack),El Pollo Loco
14,2,Sides,Pico de Gallo Salsa (Medium),El Pollo Loco
196,29,Sides,Pinto Beans (Small),El Pollo Loco
523,78,Sides,Pinto Beans(Large),El Pollo Loco
196,29,Sides,Pinto Beans(Small),El Pollo Loco
14,3,Sides,Salsa Roja (Hot),El Pollo Loco
